vocal_weight,text_weight,whisper_model,confidence_threshold,accuracy,f1_weighted,f1_macro,mean_confidence,mean_vocal_confidence,mean_text_confidence,failed_count,total_files,success_rate
0.65,0.35,base,0.8,0.6666666666666666,0.6726190476190476,0.6726190476190477,0.6958979031575533,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,tiny,0.6,0.6666666666666666,0.6339285714285715,0.6339285714285714,0.6394568636683592,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,base,0.6,0.6666666666666666,0.6339285714285715,0.6339285714285714,0.6394568636683592,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,tiny,0.6,0.6666666666666666,0.6339285714285715,0.6339285714285714,0.6833111050131265,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,base,0.6,0.6666666666666666,0.6339285714285715,0.6339285714285714,0.6833111050131265,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,tiny,0.7,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6471383920075217,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,tiny,0.75,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6471383920075217,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,tiny,0.8,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6471383920075217,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,base,0.7,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6471383920075217,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,base,0.75,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6471383920075217,0.7976567596197128,1.0,0,24,1.0
0.5,0.5,base,0.8,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6471383920075217,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,tiny,0.7,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6780435342555089,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,tiny,0.75,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6780435342555089,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,tiny,0.8,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6780435342555089,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,base,0.7,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6780435342555089,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,base,0.75,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6780435342555089,0.7976567596197128,1.0,0,24,1.0
0.6,0.4,base,0.8,0.5833333333333334,0.5642857142857143,0.5642857142857143,0.6780435342555089,0.7976567596197128,1.0,0,24,1.0
