vocal_weight,text_weight,whisper_model,confidence_threshold,accuracy,f1_weighted,f1_macro,mean_confidence,mean_vocal_confidence,mean_text_confidence,failed_count,total_files,success_rate
0.7,0.30000000000000004,tiny,0.6,0.75,0.7339285714285714,0.7339285714285715,0.6998300429123142,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,tiny,0.7,0.75,0.7339285714285714,0.7339285714285715,0.6916503075199821,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,tiny,0.75,0.75,0.7339285714285714,0.7339285714285715,0.6916503075199821,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,tiny,0.8,0.75,0.7339285714285714,0.7339285714285715,0.6916503075199821,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,base,0.6,0.75,0.7339285714285714,0.7339285714285715,0.6998300429123142,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,base,0.7,0.75,0.7339285714285714,0.7339285714285715,0.6916503075199821,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,base,0.75,0.75,0.7339285714285714,0.7339285714285715,0.6916503075199821,0.7976567596197128,1.0,0,24,1.0
0.7,0.30000000000000004,base,0.8,0.75,0.7339285714285714,0.7339285714285715,0.6916503075199821,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,tiny,0.6,0.75,0.7339285714285714,0.7339285714285715,0.695922225775818,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,tiny,0.7,0.75,0.7339285714285714,0.7339285714285715,0.6904690688475966,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,tiny,0.75,0.75,0.7339285714285714,0.7339285714285715,0.6904690688475966,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,tiny,0.8,0.75,0.7339285714285714,0.7339285714285715,0.6904690688475966,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,base,0.6,0.75,0.7339285714285714,0.7339285714285715,0.695922225775818,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,base,0.7,0.75,0.7339285714285714,0.7339285714285715,0.6904690688475966,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,base,0.75,0.75,0.7339285714285714,0.7339285714285715,0.6904690688475966,0.7976567596197128,1.0,0,24,1.0
0.75,0.25,base,0.8,0.75,0.7339285714285714,0.7339285714285715,0.6904690688475966,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,tiny,0.6,0.75,0.7288690476190477,0.7288690476190476,0.6952552020549775,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,tiny,0.7,0.75,0.7288690476190477,0.7288690476190476,0.6925286223491033,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,tiny,0.75,0.75,0.7288690476190477,0.7288690476190476,0.6925286223491033,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,tiny,0.8,0.75,0.7288690476190477,0.7288690476190476,0.6925286223491033,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,base,0.6,0.75,0.7288690476190477,0.7288690476190476,0.6952552020549775,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,base,0.7,0.75,0.7288690476190477,0.7288690476190476,0.6925286223491033,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,base,0.75,0.75,0.7288690476190477,0.7288690476190476,0.6925286223491033,0.7976567596197128,1.0,0,24,1.0
0.8,0.19999999999999996,base,0.8,0.75,0.7288690476190477,0.7288690476190476,0.6925286223491033,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,tiny,0.6,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,tiny,0.7,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,tiny,0.75,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,tiny,0.8,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,base,0.6,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,base,0.7,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,base,0.75,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.85,0.15000000000000002,base,0.8,0.75,0.7288690476190477,0.7288690476190476,0.6967582670350869,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,tiny,0.6,0.7083333333333334,0.701984126984127,0.7019841269841269,0.7064456218737177,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,base,0.6,0.7083333333333334,0.701984126984127,0.7019841269841269,0.7064456218737177,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,tiny,0.7,0.6666666666666666,0.6726190476190476,0.6726190476190477,0.6958979031575533,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,tiny,0.75,0.6666666666666666,0.6726190476190476,0.6726190476190477,0.6958979031575533,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,tiny,0.8,0.6666666666666666,0.6726190476190476,0.6726190476190477,0.6958979031575533,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,base,0.7,0.6666666666666666,0.6726190476190476,0.6726190476190477,0.6958979031575533,0.7976567596197128,1.0,0,24,1.0
0.65,0.35,base,0.75,0.6666666666666666,0.6726190476190476,0.6726190476190477,0.6958979031575533,0.7976567596197128,1.0,0,24,1.0
